heart_rate,o2,body_temp,snoring,movement_freq,movement_intensity,sleep
61,96.815,36.395,1,0,0,TRUE
58,96.706,36.245,1,0,0,TRUE
51,96.574,36.26,1,1,3.224,TRUE
59,96.580,36.322,0,0,0,FALSE
58,96.802,36.494,0,0,0,FALSE
59,96.675,36.307,0,0,0,FALSE
51,96.457,36.487,1,0,0,TRUE
59,96.992,36.577,1,0,0,TRUE
61,96.593,36.27,1,0,0,TRUE
63,96.960,36.551,0,0,0,FALSE
57,96.903,36.407,1,0,0,TRUE
54,96.439,36.51,0,0,0,FALSE
58,96.574,36.332,0,0,0,FALSE
58,96.755,36.337,1,1,3.315,TRUE
55,96.684,36.389,0,1,3.333,FALSE
53,96.556,36.217,0,0,0,TRUE
53,96.469,36.269,1,0,0,TRUE
62,97.005,36.511,0,0,0,TRUE
60,96.550,36.332,1,0,0,TRUE
55,96.478,36.427,0,0,0,FALSE
55,96.664,36.262,0,0,0,FALSE
59,96.717,36.302,0,0,0,FALSE
53,96.495,36.369,0,0,0,FALSE
50,96.392,36.59,0,0,0,FALSE
57,96.509,36.621,0,0,0,TRUE
57,96.953,36.463,1,0,0,TRUE
61,96.936,36.334,1,0,0,TRUE
60,96.617,36.451,0,1,3.403,FALSE
59,96.404,36.408,1,1,3.479,TRUE
62,96.818,36.406,1,1,3.172,TRUE
54,96.564,36.514,0,1,3.617,FALSE
55,96.888,36.154,0,0,0,FALSE
59,96.499,36.422,1,0,0,TRUE
60,96.786,36.262,1,0,0,TRUE
57,96.537,36.394,1,1,3.384,TRUE
61,96.670,36.55,0,0,0,FALSE
57,96.754,36.184,0,0,0,TRUE
63,97.019,36.297,0,1,3.333,FALSE
54,96.607,36.387,0,1,3.401,FALSE
60,96.833,36.309,1,0,0,TRUE
56,96.661,36.434,1,0,0,TRUE
55,96.654,36.388,0,0,0,FALSE
59,96.774,36.406,0,0,0,FALSE
60,96.907,36.536,0,0,0,FALSE
56,96.608,36.546,0,0,0,TRUE
62,96.851,36.309,1,0,0,TRUE
62,97.010,36.294,1,0,0,TRUE
62,96.813,36.46,0,0,0,FALSE
51,96.501,36.335,0,0,0,FALSE
59,96.417,36.379,1,0,0,TRUE
57,96.351,36.362,1,1,3.454,TRUE
62,96.678,36.368,1,0,0,TRUE
52,96.300,36.597,0,0,0,FALSE
60,96.841,36.316,1,0,0,TRUE
60,96.632,36.387,1,0,0,TRUE
57,96.742,36.355,1,0,0,TRUE
58,96.849,36.565,1,0,0,TRUE
54,96.815,36.366,1,1,3.475,TRUE
59,96.566,36.538,1,0,0,TRUE
60,96.632,36.464,1,1,3.203,TRUE
57,96.513,36.374,1,0,0,TRUE
60,96.969,36.288,1,0,0,TRUE
61,96.561,36.415,1,1,3.524,TRUE
59,97.065,36.194,0,0,0,FALSE
58,96.711,36.262,0,0,0,FALSE
57,96.792,36.472,1,0,0,TRUE
59,96.763,36.389,1,0,0,TRUE
64,96.925,36.42,0,0,0,FALSE
60,96.875,36.341,1,0,0,TRUE
57,96.633,36.424,0,2,3.544,FALSE
54,96.568,36.119,1,0,0,TRUE
59,96.731,36.448,1,0,0,TRUE
53,96.533,36.226,0,0,0,FALSE
58,96.677,36.357,0,0,0,FALSE
58,96.898,36.318,0,0,0,FALSE
62,96.880,36.334,0,0,0,FALSE
59,96.886,36.461,0,0,0,TRUE
55,96.535,36.305,0,1,3.115,FALSE
59,96.840,36.42,1,0,0,TRUE
55,96.565,36.502,0,0,0,FALSE
59,96.743,36.461,0,1,3.403,FALSE
57,96.575,36.389,0,1,3.558,FALSE
59,96.848,36.418,1,0,0,TRUE
62,97.044,36.451,1,2,3.658,TRUE
58,96.957,36.289,0,0,0,TRUE
58,96.751,36.433,1,1,3.483,TRUE
62,96.745,36.355,0,2,3.524,FALSE
67,97.226,36.378,1,0,0,TRUE
57,96.737,36.434,0,0,0,TRUE
55,96.773,36.413,0,0,0,FALSE
62,96.631,36.573,1,0,0,TRUE
57,96.460,36.317,1,0,0,TRUE
57,96.990,36.474,0,0,0,FALSE
55,96.586,36.449,0,0,0,FALSE
61,96.813,36.26,0,1,3.263,FALSE
55,96.904,36.482,0,1,3.521,FALSE
56,96.487,36.3,0,0,0,TRUE
59,97.144,36.317,1,1,3.289,TRUE
58,96.727,36.294,0,0,0,FALSE
53,96.565,36.315,1,0,0,TRUE
56,96.563,36.489,0,0,0,FALSE
59,96.864,36.243,1,1,3.424,TRUE
52,96.687,36.201,1,0,0,TRUE
58,96.894,36.436,0,0,0,FALSE
55,96.694,36.469,0,0,0,FALSE
57,96.684,36.417,1,0,0,TRUE
58,96.784,36.397,0,0,0,FALSE
57,96.683,36.316,1,0,0,TRUE
60,97.110,36.31,0,0,0,FALSE
58,96.828,36.268,1,0,0,TRUE
60,96.981,36.4,0,0,0,FALSE
60,96.678,36.578,1,0,0,TRUE
59,96.713,36.389,0,0,0,FALSE
56,96.750,36.315,0,1,3.379,FALSE
62,96.832,36.514,0,0,0,FALSE
53,96.561,36.419,0,2,3.706,FALSE
59,96.815,36.373,0,1,3.13,FALSE
56,96.441,36.348,0,0,0,FALSE
60,96.942,36.455,1,0,0,TRUE
60,96.642,36.324,1,0,0,TRUE
59,96.684,36.378,0,0,0,FALSE
61,96.667,36.493,0,1,3.2,FALSE
56,96.801,36.405,0,0,0,FALSE
56,96.671,36.549,0,1,3.527,TRUE
56,96.643,36.414,1,0,0,TRUE
59,96.777,36.412,0,0,0,FALSE
58,96.739,36.481,1,0,0,TRUE
58,96.869,36.223,1,0,0,TRUE
62,96.798,36.401,0,0,0,FALSE
63,96.704,36.591,1,0,0,TRUE
62,97.011,36.494,0,0,0,FALSE
53,96.380,36.27,0,0,0,FALSE
59,96.636,36.361,1,0,0,TRUE
54,96.728,36.551,1,0,0,TRUE
58,96.679,36.43,0,0,0,TRUE
58,96.669,36.344,0,0,0,TRUE
55,96.478,36.374,0,0,0,TRUE
62,96.857,36.341,1,0,0,TRUE
60,96.657,36.563,0,0,0,FALSE
56,96.397,36.393,0,1,3.263,TRUE
58,96.680,36.56,0,1,3.418,FALSE
63,96.706,36.505,0,0,0,FALSE
56,96.381,36.436,1,1,3.494,TRUE
60,96.999,36.276,1,0,0,TRUE
62,96.731,36.364,1,0,0,TRUE
55,96.604,36.531,0,0,0,FALSE
58,96.630,36.443,1,0,0,TRUE
54,96.671,36.292,1,0,0,TRUE
54,96.596,36.359,1,0,0,TRUE
58,96.463,36.335,1,0,0,TRUE
62,96.694,36.223,1,0,0,TRUE
60,96.721,36.606,0,0,0,TRUE
57,96.791,36.482,0,1,3.458,FALSE
57,96.422,36.276,1,0,0,TRUE
58,96.453,36.485,0,0,0,FALSE
56,96.866,36.371,0,0,0,FALSE
57,96.939,36.446,0,0,0,FALSE
55,96.951,36.278,0,0,0,FALSE
56,96.480,36.356,0,0,0,FALSE
62,97.077,36.423,0,0,0,TRUE
61,97.133,36.475,1,0,0,TRUE
57,96.790,36.204,0,0,0,TRUE
56,96.379,36.368,0,0,0,FALSE
52,96.547,36.546,1,0,0,TRUE
59,96.471,36.297,1,0,0,TRUE
57,96.429,36.235,1,0,0,TRUE
56,96.862,36.257,0,0,0,FALSE
55,96.811,36.523,0,0,0,FALSE
56,96.502,36.406,1,1,3.517,TRUE
60,96.846,36.358,1,0,0,TRUE
59,96.657,36.289,0,1,3.443,FALSE
61,96.643,36.527,1,1,3.321,TRUE
56,96.401,36.381,1,0,0,TRUE
58,96.751,36.313,1,0,0,TRUE
59,96.482,36.337,1,0,0,TRUE
52,96.324,36.356,1,0,0,TRUE
58,96.665,36.31,0,0,0,FALSE
57,96.894,36.337,0,0,0,FALSE
53,96.659,36.343,1,0,0,TRUE
59,96.706,36.33,0,0,0,FALSE
59,96.699,36.478,0,1,3.398,FALSE
56,96.849,36.346,1,0,0,TRUE
58,96.749,36.448,0,0,0,FALSE
56,96.960,36.517,0,1,3.353,FALSE
58,96.730,36.402,0,0,0,TRUE
57,96.801,36.242,1,0,0,TRUE
60,96.951,36.411,1,0,0,TRUE
56,96.488,36.322,0,0,0,FALSE
57,96.637,36.336,0,0,0,FALSE
60,96.817,36.456,1,0,0,TRUE
54,96.719,36.41,1,0,0,TRUE
55,96.623,36.6,0,0,0,FALSE
58,96.448,36.438,0,0,0,FALSE
62,97.106,36.537,1,0,0,TRUE
54,96.485,36.419,1,2,3.659,TRUE
54,96.798,36.603,1,0,0,TRUE
57,96.565,36.591,0,0,0,FALSE
59,96.430,36.414,1,0,0,TRUE
59,96.886,36.384,0,1,3.378,FALSE
62,96.977,36.485,0,0,0,TRUE
60,96.635,36.293,1,0,0,TRUE
55,96.593,36.472,0,0,0,FALSE
61,96.720,36.441,1,0,0,TRUE
58,96.528,36.393,0,0,0,FALSE
59,96.944,36.413,1,2,3.488,TRUE
55,96.463,36.384,0,0,0,TRUE
58,96.708,36.325,0,0,0,FALSE
59,96.735,36.475,1,0,0,TRUE
58,96.664,36.413,1,0,0,TRUE
61,96.828,36.318,0,0,0,FALSE
57,96.587,36.442,1,0,0,TRUE
60,96.917,36.452,0,0,0,FALSE
57,96.694,36.417,1,1,3.382,TRUE
56,96.552,36.397,0,1,3.371,FALSE
60,96.648,36.578,0,0,0,FALSE
55,96.491,36.439,1,0,0,TRUE
56,96.947,36.424,0,1,3.292,FALSE
60,96.704,36.335,1,0,0,TRUE
55,96.834,36.503,1,0,0,TRUE
54,96.776,36.412,1,1,3.528,TRUE
56,96.839,36.406,1,0,0,TRUE
58,96.274,36.373,1,1,3.289,TRUE
48,96.365,36.349,1,1,3.192,TRUE
58,96.787,36.461,1,0,0,TRUE
57,96.736,36.311,1,0,0,TRUE
66,97.438,36.388,0,0,0,FALSE
61,96.862,36.494,0,0,0,FALSE
56,96.439,36.433,0,0,0,FALSE
59,96.769,36.529,1,0,0,TRUE
59,96.717,36.372,1,0,0,TRUE
56,96.499,36.446,1,0,0,TRUE
62,96.632,36.164,0,0,0,FALSE
60,96.915,36.464,1,0,0,TRUE
51,96.672,36.445,1,1,3.259,TRUE
61,97.025,36.422,0,0,0,FALSE
62,96.847,36.184,0,1,3.229,FALSE
55,96.496,36.449,1,0,0,TRUE
57,96.746,36.33,1,1,3.221,TRUE
59,96.617,36.307,0,0,0,TRUE
59,96.415,36.462,1,0,0,TRUE
63,96.947,36.22,0,0,0,FALSE
61,96.867,36.6,1,2,3.754,TRUE
53,96.466,36.583,1,2,3.744,TRUE
61,97.262,36.18,0,1,3.353,FALSE
58,96.619,36.428,0,0,0,TRUE
57,96.595,36.582,0,0,0,FALSE
53,96.644,36.172,1,0,0,TRUE
54,96.579,36.46,1,0,0,TRUE
56,96.771,36.35,0,0,0,FALSE
63,96.796,36.576,0,0,0,FALSE
55,96.461,36.573,1,0,0,TRUE
58,96.467,36.453,0,0,0,FALSE
56,96.680,36.327,1,1,3.333,TRUE
59,96.785,36.644,0,0,0,FALSE
63,96.695,36.483,1,0,0,TRUE
56,96.665,36.36,1,0,0,TRUE
60,97.047,36.389,0,0,0,FALSE
58,96.437,36.627,0,0,0,FALSE
61,96.779,36.48,0,0,0,FALSE
57,96.694,36.31,1,0,0,TRUE
58,96.858,36.384,0,0,0,FALSE
55,96.828,36.354,1,0,0,TRUE
56,96.621,36.357,0,0,0,FALSE
59,96.888,36.347,1,0,0,TRUE
54,96.841,36.369,1,1,3.626,TRUE
55,96.638,36.351,1,0,0,TRUE
58,96.588,36.665,0,1,3.597,FALSE
61,96.997,36.262,1,0,0,TRUE
60,96.404,36.402,0,0,0,FALSE
61,96.628,36.276,0,0,0,TRUE
56,96.584,36.449,1,0,0,TRUE
59,96.932,36.356,1,0,0,TRUE
57,96.624,36.516,1,0,0,TRUE
57,96.605,36.516,1,2,3.778,TRUE
60,96.691,36.459,1,0,0,TRUE
58,96.794,36.424,0,0,0,FALSE
58,96.760,36.382,1,0,0,TRUE
56,96.505,36.372,1,1,3.1,TRUE
59,97.021,36.304,1,1,3.152,TRUE
61,96.968,36.435,0,1,3.347,FALSE
62,96.486,36.245,1,1,3.602,TRUE
56,96.470,36.508,0,0,0,FALSE
54,96.517,36.334,1,0,0,TRUE
57,96.384,36.456,1,0,0,TRUE
56,96.710,36.454,0,0,0,FALSE
55,96.662,36.328,1,0,0,TRUE
57,96.679,36.363,0,1,3.273,TRUE
64,97.090,36.455,0,1,3.299,FALSE
54,96.750,36.244,1,0,0,TRUE
60,96.903,36.643,1,0,0,TRUE
58,96.816,36.291,0,0,0,FALSE
56,96.666,36.512,0,1,3.127,FALSE
60,96.705,36.358,0,0,0,FALSE
58,96.604,36.521,1,1,3.317,TRUE
59,96.850,36.381,0,0,0,FALSE
58,96.556,36.628,1,0,0,TRUE
61,96.528,36.351,1,0,0,TRUE
62,97.039,36.509,1,0,0,TRUE
59,96.853,36.341,1,0,0,TRUE
54,96.428,36.363,1,0,0,TRUE
52,96.352,36.41,1,1,3.284,TRUE
54,96.603,36.426,0,0,0,FALSE
58,96.680,36.337,0,0,0,FALSE
60,96.630,36.418,1,0,0,TRUE
53,96.716,36.307,0,1,3.167,FALSE
59,96.999,36.658,0,0,0,FALSE
61,96.574,36.514,1,0,0,TRUE
56,96.583,36.513,1,0,0,TRUE
59,96.772,36.379,1,0,0,TRUE
56,96.664,36.5,0,0,0,FALSE
57,96.631,36.386,1,0,0,TRUE
50,96.712,36.45,1,0,0,TRUE
58,96.722,36.328,0,0,0,FALSE
59,96.959,36.391,1,2,3.427,TRUE
58,96.802,36.268,0,0,0,FALSE
63,96.763,36.39,1,0,0,TRUE
62,97.084,36.477,1,0,0,TRUE
58,96.815,36.457,0,0,0,TRUE
55,96.681,36.314,0,0,0,FALSE
56,96.506,36.291,1,0,0,TRUE
57,97.006,36.444,0,0,0,FALSE
61,96.669,36.487,1,2,3.623,TRUE
57,96.642,36.436,1,0,0,TRUE
59,96.979,36.399,1,0,0,TRUE
55,96.565,36.479,0,0,0,FALSE
58,96.797,36.28,1,0,0,TRUE
58,96.276,36.291,0,0,0,FALSE
62,97.017,36.479,0,2,3.736,FALSE
55,96.669,36.531,0,1,3.348,TRUE
56,96.618,36.318,0,0,0,FALSE
58,96.794,36.323,0,0,0,FALSE
58,96.782,36.391,1,0,0,TRUE
54,96.563,36.323,1,0,0,TRUE
57,96.608,36.296,1,1,3.413,TRUE
56,96.591,36.364,0,0,0,FALSE
60,96.783,36.397,1,0,0,TRUE
58,97.009,36.492,1,0,0,TRUE
54,96.520,36.48,0,0,0,FALSE
61,97.107,36.28,1,0,0,TRUE
63,96.726,36.39,0,0,0,TRUE
58,96.904,36.598,0,0,0,FALSE
58,96.610,36.43,1,0,0,TRUE
56,96.736,36.489,0,0,0,FALSE
57,96.629,36.692,0,0,0,FALSE
52,96.435,36.364,1,1,3.498,TRUE
61,96.897,36.378,1,0,0,TRUE
58,96.690,36.441,0,0,0,FALSE
63,96.958,36.47,0,0,0,FALSE
54,96.624,36.516,0,1,3.647,FALSE
62,96.622,36.508,1,0,0,TRUE
57,96.570,36.351,0,0,0,TRUE
59,96.878,36.405,1,0,0,TRUE
59,96.870,36.465,0,1,3.259,FALSE
58,96.858,36.393,0,0,0,FALSE
56,96.458,36.539,0,0,0,FALSE
55,96.625,36.436,0,0,0,FALSE
56,96.770,36.272,1,0,0,TRUE
59,96.896,36.396,0,0,0,TRUE
60,96.832,36.447,1,1,3.435,TRUE
61,96.887,36.392,0,0,0,FALSE
58,96.867,36.593,1,1,3.046,TRUE
57,96.509,36.496,1,0,0,TRUE
57,96.833,36.264,0,0,0,TRUE
57,96.646,36.379,0,0,0,FALSE
63,96.913,36.436,0,0,0,FALSE
59,96.612,36.276,0,0,0,FALSE
61,96.612,36.363,1,0,0,TRUE
58,96.585,36.526,1,0,0,TRUE
57,96.402,36.537,1,1,3.228,TRUE
57,96.611,36.553,1,0,0,TRUE
59,96.799,36.242,0,0,0,TRUE
57,96.780,36.499,1,0,0,TRUE
62,97.089,36.386,0,0,0,FALSE
59,96.782,36.377,0,0,0,TRUE
54,96.753,36.508,1,0,0,TRUE
61,96.559,36.218,1,0,0,TRUE
56,96.679,36.195,1,0,0,TRUE
54,96.376,36.557,1,0,0,TRUE
55,96.525,36.389,1,0,0,TRUE
54,96.704,36.545,1,1,3.407,TRUE
59,96.528,36.361,0,0,0,TRUE
56,96.787,36.295,1,1,3.436,TRUE
57,96.732,36.297,0,0,0,FALSE
60,96.722,36.225,0,0,0,FALSE
58,96.701,36.306,1,0,0,TRUE
62,96.988,36.299,0,0,0,FALSE
57,96.678,36.275,1,0,0,TRUE
63,96.859,36.427,0,0,0,FALSE
59,96.899,36.359,1,0,0,TRUE
57,96.511,36.372,1,0,0,TRUE
59,96.643,36.375,1,0,0,TRUE
56,96.600,36.484,1,0,0,TRUE
60,96.807,36.346,1,0,0,TRUE
58,96.823,36.351,0,0,0,TRUE
51,96.590,36.372,0,0,0,FALSE
55,96.648,36.495,1,0,0,TRUE
58,96.738,36.559,0,0,0,FALSE
59,96.515,36.315,0,1,3.379,FALSE
56,96.591,36.352,1,0,0,TRUE
58,96.835,36.467,1,0,0,TRUE
58,96.671,36.569,0,0,0,FALSE
60,96.572,36.287,1,0,0,TRUE
60,96.909,36.374,1,0,0,TRUE
57,96.867,36.55,1,0,0,TRUE
62,96.803,36.616,0,1,3.459,FALSE
57,96.557,36.421,0,1,3.517,FALSE
55,96.382,36.489,1,1,3.318,TRUE
59,97.033,36.474,0,0,0,FALSE
60,96.646,36.356,0,0,0,FALSE
59,96.564,36.674,1,0,0,TRUE
60,96.821,36.443,0,0,0,FALSE
59,96.834,36.594,0,0,0,FALSE
61,97.154,36.56,1,0,0,TRUE
60,96.924,36.485,0,0,0,TRUE
58,96.889,36.616,1,0,0,TRUE
57,96.548,36.259,1,1,3.429,TRUE
59,96.848,36.445,1,0,0,TRUE
57,96.696,36.388,0,0,0,FALSE
62,96.812,36.467,0,0,0,FALSE
57,96.809,36.335,1,1,3.532,TRUE
59,96.874,36.483,1,0,0,TRUE
54,96.778,36.316,0,0,0,FALSE
55,96.436,36.495,0,0,0,FALSE
58,96.642,36.295,1,0,0,TRUE
60,96.917,36.481,1,1,3.198,TRUE
57,96.828,36.498,0,0,0,FALSE
59,96.747,36.418,1,0,0,TRUE
54,96.521,36.541,0,1,3.319,FALSE
59,96.461,36.509,1,0,0,TRUE
57,96.768,36.295,1,1,3.186,TRUE
57,96.975,36.176,0,0,0,FALSE
59,96.639,36.538,1,0,0,TRUE
59,96.853,36.377,1,0,0,TRUE
55,96.848,36.463,1,0,0,TRUE
58,96.824,36.318,0,0,0,FALSE
58,96.842,36.282,1,0,0,TRUE
57,96.276,36.592,0,0,0,TRUE
60,96.806,36.418,0,0,0,FALSE
57,96.390,36.258,1,0,0,TRUE
55,96.874,36.461,0,0,0,FALSE
58,96.635,36.268,0,1,3.297,FALSE
63,96.663,36.379,1,0,0,TRUE
58,96.969,36.436,0,0,0,FALSE
57,96.496,36.333,1,0,0,TRUE
54,96.346,36.278,1,0,0,TRUE
59,96.492,36.432,1,1,3.422,TRUE
60,96.621,36.472,1,0,0,TRUE
58,96.851,36.395,0,2,3.754,TRUE
65,96.818,36.513,1,0,0,TRUE
57,96.659,36.45,1,0,0,TRUE
63,97.046,36.449,1,0,0,TRUE
55,97.072,36.422,1,0,0,TRUE
66,97.025,36.583,1,0,0,TRUE
56,96.537,36.531,1,0,0,TRUE
55,96.786,36.603,0,0,0,FALSE
55,96.340,36.255,1,1,3.51,TRUE
51,96.578,36.356,0,0,0,FALSE
58,96.627,36.592,0,0,0,TRUE
59,96.828,36.341,1,0,0,TRUE
57,96.633,36.587,0,1,3.574,FALSE
67,97.094,36.601,0,3,2.849,FALSE
64,96.725,36.354,0,7,4.054,FALSE
66,97.195,36.417,0,3,3.116,TRUE
72,97.359,36.417,0,6,6.825,FALSE
74,97.459,36.329,0,8,5.067,FALSE
65,96.785,36.316,0,3,2.379,FALSE
67,96.887,36.363,0,4,2.006,FALSE
68,96.841,36.408,0,4,4.175,FALSE
69,97.421,36.497,0,7,4.928,FALSE
76,97.169,36.355,0,5,3.061,FALSE
73,97.328,36.415,0,3,4.184,FALSE
79,97.304,36.407,0,3,2.909,FALSE
62,96.691,36.46,0,2,3.866,TRUE
74,97.341,36.349,0,6,4.414,FALSE
65,96.661,36.487,0,4,3.958,FALSE
79,97.561,36.394,0,4,4.752,FALSE
69,96.873,36.488,0,5,4.47,FALSE
70,96.928,36.459,0,6,5.888,FALSE
64,96.844,36.472,0,5,4.229,TRUE
64,96.871,36.438,0,6,6.733,FALSE
68,97.214,36.457,0,3,3.777,FALSE
69,97.394,36.002,0,6,7.751,FALSE
55,96.842,36.343,0,13,7.661,FALSE
66,96.841,36.4,0,8,2.713,TRUE
75,97.150,36.399,0,6,5.173,FALSE
72,97.229,36.425,0,4,4.687,FALSE
73,97.254,36.482,0,8,6.193,FALSE
65,96.959,36.348,0,3,4.054,FALSE
67,97.052,36.35,0,3,4.38,FALSE
75,97.497,36.421,0,6,3.857,FALSE
72,97.162,36.501,0,3,3.275,TRUE
69,96.918,36.649,0,7,5.538,FALSE
87,97.953,36.371,0,3,3.13,FALSE
68,97.322,36.52,0,5,2.737,FALSE
70,97.027,36.285,0,7,3.034,TRUE
70,97.174,36.396,0,3,3.968,FALSE
63,97.210,36.45,0,2,2.71,FALSE
62,96.803,36.385,0,6,3.879,FALSE
62,96.961,36.463,0,11,6.696,FALSE
73,96.985,36.185,0,6,4.54,FALSE
80,97.276,36.362,0,7,4.279,FALSE
54,96.580,36.444,0,4,5.518,FALSE
72,97.153,36.467,0,3,5.074,FALSE
72,97.054,36.532,0,6,4.413,FALSE
72,97.052,36.278,0,3,5.24,FALSE
72,97.396,36.391,0,6,3.256,FALSE
67,97.186,36.338,0,5,3.618,FALSE
73,97.226,36.378,0,4,2.651,FALSE
65,97.012,36.412,0,4,2.307,FALSE
75,97.315,36.491,0,7,4.49,FALSE
77,97.595,36.469,0,4,3.483,FALSE
52,96.609,36.417,0,4,5.39,FALSE
66,96.827,36.263,0,6,3.593,FALSE
59,96.709,36.287,0,6,5.265,TRUE
68,96.915,36.535,0,4,2.37,TRUE
66,97.004,36.423,0,2,3.417,FALSE
73,97.233,36.294,0,6,6.011,FALSE
78,97.395,36.538,0,7,6.636,FALSE
59,96.928,36.378,0,4,3.575,FALSE
65,97.070,36.387,0,4,3.454,FALSE
72,97.356,36.435,0,5,3.739,FALSE
63,97.086,36.493,0,5,4.241,TRUE
74,97.184,36.525,0,6,6.203,FALSE
70,97.171,36.366,0,5,5.377,FALSE
82,97.236,36.635,0,4,3.047,FALSE
67,97.105,36.533,0,4,2.377,FALSE
69,97.095,36.355,0,3,3.249,TRUE
71,97.072,36.268,0,5,4.764,FALSE
80,97.482,36.108,0,8,5.763,FALSE
59,97.172,36.411,0,4,3.558,FALSE
61,97.188,36.358,0,4,5.908,TRUE
57,96.876,36.531,0,6,5.211,TRUE
74,97.350,36.534,0,3,3.495,TRUE
69,97.038,36.294,0,4,4.149,FALSE
69,96.953,36.604,0,5,5.336,TRUE
68,96.962,36.516,0,8,4.378,FALSE
71,97.219,36.263,0,2,2.663,TRUE
69,97.151,36.345,0,4,5.645,FALSE
71,97.191,36.406,0,4,4.709,TRUE
69,97.204,36.418,0,3,4.884,FALSE
75,97.079,36.339,0,4,5.556,FALSE
55,96.845,36.375,0,3,2.925,FALSE
62,97.114,36.41,0,6,4.354,FALSE
75,97.344,36.609,0,8,5.921,FALSE
83,97.638,36.367,0,4,4.495,FALSE
71,97.030,36.496,0,3,3.092,FALSE
75,97.185,36.525,0,4,4.455,FALSE
70,96.897,36.303,0,4,3.925,TRUE
77,97.594,36.3,0,3,2.591,FALSE
53,96.386,36.379,0,4,5.701,FALSE
69,97.160,36.485,0,5,5.069,FALSE
71,97.094,36.431,0,8,4.988,TRUE
67,96.975,36.303,0,4,4.064,TRUE
76,97.220,36.419,0,6,7.55,TRUE
75,97.541,36.5,0,6,5.042,FALSE
66,97.002,36.289,0,3,4.48,TRUE
72,97.301,36.44,0,4,6.798,FALSE
63,96.912,36.244,0,6,5.23,FALSE
66,96.983,36.568,0,5,4.565,FALSE
56,96.415,36.314,0,2,5.663,FALSE
75,97.217,36.397,0,9,5.826,FALSE
61,96.763,36.358,0,6,3.142,FALSE
56,96.629,36.449,0,4,4.651,FALSE
59,96.468,36.45,0,3,1.838,FALSE
62,96.610,36.411,0,7,3.749,FALSE
74,97.038,36.583,0,5,3.413,FALSE
70,97.311,36.349,0,6,5.987,FALSE
74,97.193,36.42,0,6,3.112,TRUE
62,97.173,36.517,0,2,3.996,FALSE
85,97.539,36.406,0,4,3.017,FALSE
73,97.337,36.342,0,4,3.118,FALSE
64,96.647,36.478,0,6,5.212,TRUE
61,96.867,36.307,0,6,2.37,FALSE
66,97.246,36.438,0,6,5.566,FALSE
66,96.984,36.497,0,2,4.741,TRUE
64,96.939,36.312,0,7,5.816,TRUE
77,97.565,36.34,0,13,6.976,FALSE
74,97.076,36.267,0,4,4.376,FALSE
63,96.921,36.372,0,6,5.864,FALSE
75,97.016,36.328,0,7,4.072,FALSE
71,97.204,36.345,0,4,5.929,FALSE
64,96.881,36.43,0,6,3.826,FALSE
68,96.955,36.287,0,3,3.919,FALSE
74,97.378,36.471,0,4,3.609,TRUE
73,97.160,36.323,0,4,5.996,FALSE
70,97.156,36.417,0,5,1.87,FALSE
65,96.780,36.367,0,4,3.799,TRUE
60,96.676,36.421,0,6,4.835,FALSE
76,97.263,36.33,0,4,4.415,TRUE
70,97.295,36.341,0,3,4.766,FALSE
79,97.433,36.414,0,6,4.591,FALSE
65,97.037,36.305,0,6,4.754,TRUE
70,96.868,36.259,0,4,3.916,TRUE
68,97.033,36.591,0,3,5.061,FALSE
65,97.306,36.413,0,5,4.567,FALSE
70,97.162,36.623,0,8,5.11,FALSE
60,96.733,36.415,0,7,5.006,FALSE
69,97.043,36.499,0,2,2.208,FALSE
78,97.471,36.469,0,4,4.013,FALSE
72,97.289,36.306,0,4,3.641,FALSE
77,97.413,36.449,0,5,3.539,FALSE
70,97.249,36.329,0,5,5.724,FALSE
67,96.906,36.402,0,3,1.919,FALSE
77,97.402,36.559,0,6,5.079,FALSE
69,96.899,36.287,0,8,4.904,FALSE
77,97.295,36.555,0,2,3.317,FALSE
62,97.059,36.548,0,4,3.814,FALSE
77,97.472,36.307,0,5,4.456,FALSE
70,97.317,36.267,0,6,4.685,FALSE
66,96.699,36.326,0,4,4.643,FALSE
59,96.727,36.443,0,6,4.047,TRUE
58,96.802,36.452,0,5,4.894,FALSE
71,97.261,36.572,0,4,4.214,FALSE
69,97.170,36.31,0,3,4.17,FALSE
73,96.961,36.297,0,7,4.581,FALSE
67,96.843,36.617,0,6,3.283,TRUE
55,96.306,36.455,0,7,4.077,FALSE
69,96.950,36.381,0,7,5.293,FALSE
67,97.053,36.135,0,8,5.392,FALSE
77,97.791,36.351,0,6,3.918,FALSE
67,96.819,36.195,0,5,5.837,FALSE
63,96.662,36.522,0,9,5.882,FALSE
67,96.899,36.365,0,3,4.509,FALSE
60,96.788,36.322,0,5,4.225,FALSE
73,97.234,36.507,0,4,2.122,FALSE
71,97.134,36.403,0,5,4.184,FALSE
73,97.293,36.344,0,7,6.341,FALSE
75,97.246,36.329,0,5,4.574,FALSE
66,97.078,36.457,0,6,3.27,FALSE
75,97.395,36.679,0,5,7.189,FALSE
78,97.467,36.524,0,6,6.129,TRUE
66,96.751,36.337,0,3,3.194,TRUE
61,96.824,36.548,0,5,3.243,FALSE
73,97.037,36.497,0,5,5.705,FALSE
76,97.324,36.479,0,4,4.463,FALSE
78,97.631,36.438,0,5,3.554,FALSE
62,96.936,36.496,0,4,3.435,FALSE
58,96.750,36.57,0,7,4.818,FALSE
