input_quant,temp,material_pressure,material_temp,exit_zone_temp,motor_amperage,motor_RPM,output_quality
13.396,24.1,124.538,156.9,49.4,70.3,11.96,4.296
13.387,24.2,124.485,162.6,54.4,70.75,11.96,4.543
12.815,24.0,124.133,163.7,58.0,71.58,11.96,6.038
13.214,24.1,124.298,161.3,52.5,74.83,11.95,5.834
12.819,24.3,123.976,178.3,56.5,71.78,11.94,7.507
12.61,24.3,124.3,184.3,58.1,71.74,11.96,7.171
13.362,24.1,124.044,162.1,53.2,73.54,11.97,5.797
13.116,24.0,123.665,167.1,55.1,73.71,11.94,7.196
12.804,24.2,124.236,160.3,55.0,69.99,11.95,5.908
13.205,23.8,124.472,153.1,53.5,72.56,11.94,4.508
12.858,24.3,124.244,169.9,56.5,72.46,11.95,6.32
12.893,24.2,123.896,165.3,54.1,70.38,11.95,6.468
13.475,24.2,123.793,163.8,55.2,73.02,11.96,6.332
13.162,24.2,123.777,158.9,53.6,72.03,11.96,6.482
12.874,24.2,124.204,168.1,52.6,71.61,11.96,7.041
13.258,24.2,124.087,165.1,55.1,69.08,11.96,6.074
12.749,24.1,124.332,150.1,50.7,74.93,11.95,5.412
12.624,23.9,124.486,159.1,54.0,73.87,11.95,5.052
11.575,24.3,123.616,154.6,51.9,71.69,11.97,3.291
12.604,23.9,123.816,163.1,56.4,73.33,11.95,7.23
12.642,24.0,124.549,159.0,53.1,71.52,11.95,5.104
12.811,24.1,124.213,165.1,54.1,72.28,11.96,5.876
13.015,24.2,123.697,163.0,52.7,69.98,11.97,7.306
13.061,24.2,124.165,171.1,53.1,71.07,11.96,7.427
12.604,24.1,124.069,175.4,52.3,70.25,11.96,7.447
12.953,24.3,123.932,164.4,58.1,70.33,11.97,7.038
11.899,24.2,123.753,171.6,55.2,72.04,11.96,5.839
12.006,24.0,124.397,163.3,55.1,69.2,11.97,3.842
13.278,23.9,123.974,157.0,52.1,72.78,11.97,5.342
13.068,24.3,124.077,179.2,56.4,71.68,11.96,7.717
13.246,24.0,124.386,158.1,53.4,73.87,11.95,4.209
13.115,24.3,123.619,162.5,53.9,70.23,11.98,7.292
13.161,24.4,124.362,169.9,53.9,74.58,11.96,6.734
12.799,24.2,123.887,138.6,50.5,72.68,11.96,4.859
12.937,24.1,124.119,172.9,57.6,72.51,11.96,6.779
12.947,24.2,124.509,184.3,54.6,72.61,11.95,7.049
13.235,24.0,123.798,152.8,51.5,74.35,11.97,5.504
12.601,24.0,123.933,153.5,51.3,72.79,11.97,5.554
13.307,24.3,123.922,158.7,53.9,70.75,11.99,6.352
13.006,24.3,124.146,166.5,56.2,70.89,11.97,6.469
13.111,24.0,123.72,161.9,54.1,72.08,11.95,7.512
13.046,23.9,123.579,159.8,55.4,70.93,11.98,6.951
12.845,24.2,123.613,175.2,57.1,69.86,11.95,8.552
12.883,24.1,124.418,153.7,53.5,70.01,11.96,4.952
13.003,24.0,124.469,162.7,55.5,73.61,11.96,5.182
12.829,24.1,124.344,157.2,53.9,71.25,11.97,5.553
13.235,24.1,123.628,170.4,55.8,71.78,11.96,8.558
13.155,24.2,123.938,169.7,57.6,72.74,11.96,6.744
12.967,24.1,123.572,174.6,55.9,72.35,11.95,8.699
12.825,24.0,123.818,176.5,57.6,71.43,11.98,7.656
11.907,24.0,124.124,177.7,55.8,71.49,11.97,5.234
12.898,24.3,123.965,152.5,52.7,68.95,11.97,5.522
13.011,24.1,123.84,158.3,51.3,71.86,11.98,6.596
12.774,24.1,124.119,156.7,55.6,74.86,11.98,5.482
13.314,24.2,124.505,177.6,58.8,70.55,11.96,5.731
13.063,24.1,124.456,164.9,53.9,71.64,11.98,5.849
11.892,24.2,123.959,173.7,54.9,73.13,11.98,5.355
13.161,24.1,124.116,160.7,55.1,69.98,11.98,6.034
12.947,24.2,124.225,180.6,57.9,72.81,11.96,7.299
12.583,24.2,124.153,168.4,56.2,69.01,11.96,6.732
13.074,24.2,124.409,162.1,54.5,69.94,11.98,5.23
13.084,24.0,124.466,170.5,53.0,70.13,11.97,6.089
12.893,24.1,124.542,163.9,52.7,72.73,11.96,5.9
12.864,24.0,124.135,169.4,55.7,69.54,11.97,6.759
12.952,23.9,124.127,159.4,52.6,72.92,11.97,6.233
12.714,24.2,124.354,163.7,55.6,70.76,11.96,5.74
12.81,24.2,123.898,160.8,53.7,71.22,11.98,6.953
12.915,24.2,123.629,157.6,50.8,70.68,11.98,6.723
13.285,24.2,123.715,167.2,53.7,72.29,11.95,6.962
13.029,24.1,123.568,165.8,54.1,71.37,11.98,8.212
12.995,24.2,124.401,156.0,52.5,71.19,11.98,5.325
11.877,24.0,123.706,149.9,50.7,76.28,11.98,3.404
12.813,24.2,124.565,147.8,51.5,72.73,11.96,3.683
13.012,24.3,123.994,157.0,54.3,70.05,11.98,6.409
12.107,24.3,123.959,163.6,53.2,72.07,11.97,5.825
12.568,24.2,124.403,161.1,54.5,71.45,11.98,4.809
12.131,24.1,123.971,181.8,57.9,70.39,11.98,6.382
13.244,24.0,123.738,175.5,58.2,69.24,11.97,7.965
13.141,24.3,123.712,163.3,53.7,69.33,11.97,7.442
12.996,24.2,124.499,157.0,52.9,71.33,11.97,5.263
13.274,24.2,124.392,160.2,52.9,72.48,12.0,5.686
13.197,24.1,124.33,178.9,59.3,73.33,11.97,6.912
12.805,24.1,124.057,151.9,51.6,73.01,11.99,5.552
13.153,24.3,123.638,182.2,59.0,69.66,11.98,8.964
11.94,24.1,124.18,165.0,53.0,73.59,11.97,4.16
13.546,24.1,124.446,188.8,57.9,71.64,11.98,6.768
12.894,24.1,123.764,184.7,57.0,75.19,11.96,9.529
12.952,24.2,123.738,167.0,56.7,71.75,11.97,6.771
12.257,24.1,124.413,146.3,49.7,72.69,11.98,3.127
12.694,24.1,123.662,162.4,54.5,71.95,11.98,7.196
13.263,24.1,123.915,156.8,55.0,72.49,12.0,5.574
12.764,24.2,124.549,165.5,58.2,71.43,11.97,5.155
12.55,24.2,124.379,180.2,58.9,69.97,11.97,7.015
13.057,24.3,124.099,157.7,55.0,71.13,11.99,5.931
12.969,24.1,123.808,155.3,50.8,69.76,11.99,6.625
12.84,24.2,124.263,153.5,54.8,70.77,11.98,5.654
12.66,24.1,124.122,177.7,55.4,71.18,11.99,7.624
12.825,24.1,124.027,170.7,56.8,69.29,11.98,7.071
12.907,24.0,124.14,162.8,52.8,72.59,11.97,6.088
13.153,24.2,124.111,177.3,56.2,70.63,11.97,7.609
12.757,24.1,124.385,158.6,54.1,69.82,11.98,5.55
12.969,24.2,123.784,167.3,59.3,74.65,11.98,7.321
13.233,24.2,123.952,163.5,57.9,71.42,11.98,6.538
12.079,24.1,123.994,158.9,52.8,71.24,11.97,4.662
12.616,24.1,124.298,167.2,54.0,71.56,11.97,5.757
12.661,24.1,123.974,157.0,55.1,70.86,11.98,5.431
12.939,24.1,123.9,173.1,56.9,70.37,11.96,7.751
13.406,24.2,123.732,168.8,55.0,74.54,11.99,7.005
12.769,24.1,124.111,160.4,52.3,69.88,11.97,5.82
13.101,24.2,124.284,164.7,55.1,69.1,11.97,5.825
12.877,24.1,124.399,168.4,54.9,73.7,11.99,6.225
13.333,24.4,124.442,160.0,54.6,73.6,11.96,4.587
12.753,24.1,123.993,164.6,57.8,73.7,11.97,6.138
12.938,24.2,124.461,159.4,49.8,74.63,11.97,5.476
13.013,24.1,124.39,154.7,52.5,70.88,11.98,5.024
13.324,24.1,123.995,156.8,53.6,71.59,11.98,5.89
13.103,24.2,123.954,168.1,56.1,70.77,11.97,7.197
13.442,24.3,123.804,181.1,59.0,71.13,11.96,8.08
12.861,24.2,123.721,150.1,51.7,72.14,11.97,6.492
13.235,24.1,124.369,167.4,54.4,70.29,11.98,5.544
13.098,24.2,124.453,184.7,58.4,70.89,11.98,7.288
12.513,24.1,124.225,159.5,50.7,72.74,11.99,6.044
12.678,24.1,123.951,171.2,55.8,73.9,11.99,7.462
13.187,24.2,124.408,176.3,54.5,73.3,11.98,6.479
13.221,24.0,123.683,171.9,56.0,70.89,11.99,7.689
12.64,24.1,124.537,175.0,55.4,76.22,11.97,6.332
13.328,24.3,124.174,152.4,52.9,71.72,11.98,4.851
11.951,24.1,123.666,170.8,54.2,70.53,11.99,5.64
12.413,24.1,124.025,160.5,55.4,71.55,11.99,5.965
12.745,24.2,124.466,152.7,53.7,73.82,12.0,3.989
13.264,24.0,124.46,175.8,59.2,72.55,11.98,5.709
12.114,24.1,123.72,141.9,47.1,73.18,12.0,4.905
13.296,24.1,124.012,157.7,54.2,73.77,11.99,5.526
12.542,24.2,123.837,159.3,55.1,73.06,11.98,6.3
13.375,24.1,124.56,157.2,50.1,76.28,11.98,4.74
13.109,24.2,123.986,172.0,55.5,72.35,12.0,7.252
13.085,24.2,123.778,152.1,52.4,69.45,11.97,5.804
12.941,24.2,123.984,143.7,53.2,72.75,11.98,4.696
13.102,24.0,123.686,179.8,55.7,72.54,11.97,9.05
12.914,24.0,124.298,185.3,58.7,72.93,11.99,7.46
12.946,24.2,124.335,161.6,54.6,71.36,12.02,5.236
13.255,24.2,123.598,155.8,52.7,71.98,11.99,6.652
12.73,24.2,123.732,161.8,55.5,71.75,11.98,7.306
12.992,24.1,123.905,154.7,52.4,69.18,11.99,6.536
13.099,24.1,123.782,165.9,54.3,73.02,11.98,7.059
13.385,24.1,124.447,176.9,56.5,72.94,11.99,6.344
12.987,24.2,124.353,194.7,60.5,75.08,11.98,8.326
12.767,24.1,123.579,161.6,54.0,70.7,11.97,7.039
12.868,24.2,123.752,161.5,55.1,71.42,12.0,7.121
13.1,24.2,123.956,154.7,50.6,69.96,11.99,6.295
12.876,24.1,124.064,162.7,52.5,72.73,11.99,6.672
13.081,24.1,124.29,169.1,57.2,69.58,11.98,5.531
12.994,24.1,123.714,173.5,55.0,72.65,11.98,8.492
12.168,24.2,124.111,153.7,54.3,74.25,11.98,4.768
13.521,24.1,123.712,164.7,55.2,69.51,11.96,6.928
13.217,24.1,124.453,159.5,54.3,71.13,11.99,4.783
13.089,24.2,124.533,163.6,57.1,72.67,11.99,5.112
13.103,24.0,123.782,161.7,54.6,76.43,11.98,6.549
12.64,24.2,123.967,149.3,52.2,73.71,11.98,5.292
12.771,24.0,123.584,191.6,58.9,72.25,11.98,9.905
12.948,24.1,124.116,154.3,53.3,72.45,12.0,5.48
12.835,24.1,124.548,156.0,52.0,73.44,12.0,4.391
13.021,24.1,124.216,170.2,53.9,72.47,11.99,6.787
12.998,24.3,123.603,181.0,57.2,72.28,11.99,9.115
12.871,24.3,124.077,173.0,54.4,76.83,11.99,7.541
13.156,24.3,123.861,170.5,55.4,69.58,11.99,7.317
13.115,24.0,124.366,169.6,55.9,72.61,11.96,6.349
13.303,24.2,124.266,153.7,50.3,70.46,12.01,4.933
13.289,24.1,123.656,175.2,54.9,71.87,11.98,8.011
13.081,24.2,123.949,176.4,55.7,73.95,11.98,8.292
12.961,24.1,123.72,164.6,53.4,72.85,12.0,8.413
12.956,24.0,124.194,150.8,50.1,72.19,11.98,5.015
13.226,24.2,123.576,165.2,52.4,72.33,11.97,8.434
11.959,24.2,124.429,172.8,56.2,72.89,12.0,4.058
12.888,24.1,123.827,177.5,57.1,68.59,11.99,8.703
12.901,24.2,123.643,169.0,54.4,73.66,11.99,8.405
12.621,24.2,123.57,150.0,49.8,71.62,12.0,6.386
12.865,24.2,124.044,159.0,56.3,71.85,11.99,5.763
13.103,24.1,124.332,173.1,56.6,73.7,12.0,6.42
13.25,24.1,123.892,182.0,57.2,72.83,12.01,8.005
13.138,24.2,123.741,162.6,54.5,70.62,11.99,7.174
13.176,24.1,124.064,169.6,55.9,72.26,11.99,6.352
12.771,24.1,123.635,145.0,50.7,71.51,11.98,6.465
13.376,24.0,124.326,158.2,51.5,71.09,11.99,5.092
12.884,24.0,123.791,187.6,58.1,70.18,11.98,9.661
12.586,24.1,124.462,151.4,53.8,72.25,12.0,4.455
12.942,24.1,124.421,157.5,51.0,72.15,12.0,5.319
11.91,24.0,123.853,166.0,56.0,70.41,11.99,4.23
13.04,24.1,124.309,151.0,52.6,73.67,12.0,5.121
12.918,24.2,124.146,169.4,53.1,70.34,11.98,6.24
13.222,24.1,124.004,160.1,51.7,72.6,12.0,6.277
12.838,24.3,124.119,163.4,52.9,71.55,12.0,6.391
12.716,24.2,123.754,173.6,55.7,69.72,11.99,7.952
13.249,24.0,124.158,165.4,53.9,72.22,11.99,6.56
12.842,24.2,124.538,159.2,52.7,73.42,12.0,5.21
12.98,24.1,123.805,158.7,53.1,73.66,11.99,7.135
12.776,24.1,124.297,166.6,54.8,71.6,12.0,6.47
12.982,24.1,123.725,156.0,49.4,71.4,11.99,7.07
13.268,24.2,123.952,176.1,55.6,71.6,12.01,7.535
13.337,24.3,124.327,169.5,54.9,70.5,12.0,5.922
12.697,23.9,123.931,167.3,55.3,71.46,11.99,7.513
13.128,24.1,124.007,160.6,52.7,72.69,12.0,6.694
13.073,24.2,124.01,167.4,53.9,71.53,12.01,7.514
12.914,24.2,124.504,175.3,56.0,72.07,11.99,6.982
13.216,24.1,124.064,150.2,52.6,69.41,12.0,5.467
12.89,24.2,123.814,169.9,56.1,72.26,12.01,7.335
12.841,24.2,123.591,168.1,55.4,71.57,12.0,8.373
12.971,24.1,124.435,159.7,54.8,72.48,12.0,4.773
12.054,24.2,123.896,175.1,56.0,75.18,12.0,6.171
13.116,24.2,124.314,174.5,57.3,75.16,11.98,6.778
13.006,24.1,124.302,154.8,53.3,72.55,12.01,4.817
11.512,24.1,124.304,175.3,54.6,71.29,12.0,2.854
13.036,24.1,124.097,140.9,49.9,73.77,12.0,5.047
12.949,24.2,124.233,151.8,52.9,71.53,12.0,4.97
12.678,24.2,124.16,162.2,51.9,72.75,11.98,5.799
12.763,24.1,124.059,153.6,54.5,73.43,11.98,5.14
12.197,24.1,123.574,171.3,54.9,72.53,11.99,6.824
12.995,24.1,123.96,161.1,52.0,69.89,12.01,7.322
12.906,24.2,124.007,173.0,57.2,72.76,11.97,7.349
13.033,24.2,123.778,158.3,55.4,72.03,11.99,6.084
12.816,24.1,123.973,174.8,55.5,70.59,11.98,6.973
11.805,24.2,123.642,167.0,54.5,69.59,11.99,5.176
13.235,24.1,123.744,156.7,52.9,69.83,11.99,6.724
13.03,24.0,124.041,161.7,51.5,73.42,11.98,6.489
12.888,24.1,123.726,162.9,56.1,70.58,11.98,7.265
12.791,23.9,124.116,164.4,53.4,71.34,11.99,6.755
12.932,24.0,123.941,149.4,50.2,72.07,12.0,5.913
12.959,24.0,124.533,167.4,58.6,72.12,11.99,5.619
12.952,24.1,124.316,155.6,55.1,74.15,11.99,4.875
12.481,24.0,123.881,168.5,55.0,70.92,11.99,6.98
13.237,24.0,123.786,161.7,55.2,71.63,11.99,6.635
13.112,24.0,123.902,151.8,52.4,72.15,11.99,6.471
12.982,24.0,123.833,160.6,53.1,69.59,11.99,6.49
13.034,24.2,123.821,163.6,53.7,72.34,12.0,7.253
13.245,24.1,123.922,151.8,52.5,70.41,12.0,5.859
13.032,24.0,124.481,175.2,57.5,70.04,12.0,6.564
12.872,24.2,124.493,164.6,54.5,69.27,12.01,5.319
12.994,24.0,124.56,155.9,51.6,72.84,12.01,4.901
13.092,24.3,123.683,154.0,51.8,70.51,11.99,6.389
11.9,24.0,123.726,159.1,52.7,73.38,12.01,5.06
12.873,24.3,123.859,146.4,51.9,69.03,12.0,6.003
13.27,24.2,124.399,175.4,55.9,71.1,12.01,6.43
12.97,24.2,124.246,150.2,51.8,74.09,12.0,4.473
12.0,24.3,124.567,153.1,54.0,73.2,12.02,2.165
12.932,24.2,124.392,164.0,55.2,69.78,11.98,5.282
12.042,24.1,124.564,160.4,54.2,71.1,11.99,3.024
12.676,24.2,124.407,165.4,54.4,73.12,12.0,5.975
13.234,24.2,124.316,158.5,54.7,71.03,12.0,5.209
13.345,24.0,124.393,164.9,57.0,71.64,11.99,5.109
12.974,24.1,124.323,170.1,54.8,71.13,11.98,6.43
13.069,24.1,123.626,176.6,57.3,71.45,11.99,8.326
12.777,24.1,124.169,167.5,54.6,72.18,12.0,6.572
12.062,24.1,123.582,169.4,54.8,70.39,12.01,6.45
12.737,24.2,124.239,170.7,55.7,70.63,12.0,6.5
12.988,24.2,123.792,157.2,53.1,69.71,12.0,6.562
12.511,24.2,123.661,170.9,55.0,71.51,11.98,8.051
12.99,24.1,123.966,157.7,54.1,70.1,11.99,6.079
13.004,24.2,124.083,178.5,59.4,75.24,11.99,7.431
12.631,24.1,123.932,162.2,52.9,70.95,12.02,6.028
13.462,24.1,123.788,167.9,56.9,70.81,11.99,7.055
12.986,24.2,124.387,176.7,57.0,72.53,11.99,6.296
13.354,24.3,123.754,160.3,52.7,71.95,12.0,6.598
11.685,24.1,124.496,159.5,53.5,71.2,12.01,1.938
12.911,24.0,124.403,160.8,54.2,71.96,12.02,5.814
13.427,24.1,124.447,149.5,51.5,71.68,12.01,3.679
13.144,24.1,124.325,156.8,49.9,72.43,12.01,5.561
12.825,24.1,124.291,167.1,53.9,71.3,11.98,6.586
13.188,24.1,123.752,162.3,54.1,73.41,11.99,7.187
13.272,24.1,124.49,154.8,55.0,71.68,12.0,3.912
13.072,24.2,124.05,165.0,53.8,73.6,11.99,6.755
13.057,24.2,124.545,153.3,56.8,72.16,12.01,3.981
13.034,24.1,123.724,149.2,52.2,73.73,12.01,6.459
13.068,24.2,123.905,164.9,55.7,72.58,12.01,6.71
13.032,24.1,123.949,171.4,54.2,70.71,12.0,7.052
13.114,24.2,124.083,169.8,57.5,70.56,11.98,6.384
12.885,24.1,124.5,149.9,52.8,71.23,12.0,4.09
12.004,24.3,123.858,155.6,52.1,72.4,12.0,4.314
13.067,24.3,123.614,160.2,53.4,71.13,11.99,6.767
12.872,24.1,123.965,172.9,55.9,69.58,12.0,6.641
13.39,24.3,123.869,172.2,55.2,75.15,11.98,7.641
13.182,24.1,124.222,181.5,61.8,69.08,12.01,6.474
12.87,24.0,124.322,156.8,56.2,71.41,12.01,5.574
13.114,24.1,124.183,153.2,50.1,70.72,12.01,5.137
12.745,24.1,124.235,175.8,59.7,70.15,12.0,6.903
12.972,24.2,123.939,167.0,55.6,71.24,12.01,6.926
13.321,24.1,124.467,168.6,54.2,74.37,11.99,5.894
12.88,24.1,123.96,156.5,52.2,70.79,12.0,6.834
11.863,24.2,123.932,157.9,53.7,72.87,12.01,3.75
12.761,24.1,123.702,183.2,58.2,71.1,11.99,9.019
12.894,24.2,124.065,158.5,52.1,69.29,12.02,5.814
12.81,24.2,123.584,162.5,56.2,73.18,12.0,7.473
13.376,24.1,123.769,170.8,58.9,70.87,11.99,6.097
13.137,24.2,124.351,156.3,52.1,72.12,11.99,4.964
13.181,24.1,124.145,164.3,57.0,71.08,12.02,5.948
13.166,24.0,123.67,167.0,54.2,72.72,11.99,7.174
12.813,24.0,123.644,156.7,52.6,71.16,12.01,6.948
13.225,24.0,123.772,147.9,54.4,73.32,12.0,5.667
13.016,24.3,123.568,152.0,55.5,71.75,12.0,6.141
13.424,24.0,124.37,160.9,54.0,72.89,12.0,4.794
13.216,24.1,124.47,158.8,52.4,71.91,12.01,4.727
13.014,24.1,123.664,166.5,54.6,70.21,12.01,7.91
12.947,24.1,124.387,172.2,55.3,70.01,12.02,6.47
13.438,24.3,123.568,149.4,50.5,72.37,12.02,6.102
13.223,24.2,124.051,155.9,51.6,70.85,12.0,5.63
12.397,24.2,123.701,168.2,58.1,72.76,11.99,7.703
13.254,24.1,124.077,148.9,52.6,71.01,12.01,5.072
13.122,24.2,124.417,168.2,55.5,72.7,12.01,6.03
12.783,24.0,123.925,152.7,52.9,71.33,11.99,5.475
12.397,24.1,123.908,177.7,56.0,70.65,12.0,7.684
13.034,24.3,123.95,161.6,54.5,73.53,12.01,6.64
12.891,24.1,124.547,170.2,56.1,73.57,12.02,5.505
12.734,24.0,123.714,171.0,55.8,70.98,12.0,7.716
13.018,24.2,124.409,168.9,60.3,74.97,12.02,5.855
13.211,24.0,123.59,157.8,54.1,73.32,11.99,7.191
12.872,24.2,124.362,174.7,54.3,72.69,12.0,7.082
13.343,24.2,123.903,149.0,53.2,71.49,12.0,5.473
13.345,24.1,124.173,147.2,51.0,70.2,11.99,4.797
12.7,24.2,123.998,135.0,48.5,70.51,11.99,4.178
13.329,24.1,124.56,164.6,54.5,70.88,12.02,4.463
12.824,24.1,123.916,172.8,57.0,70.37,12.0,7.657
13.021,24.1,123.841,175.8,58.5,70.28,12.02,7.846
12.048,24.1,124.067,148.4,49.5,73.64,12.0,3.82
12.641,24.1,124.368,154.5,53.0,73.39,12.0,5.145
12.842,24.2,124.203,164.4,55.1,72.04,12.0,6.914
13.241,24.0,123.683,161.3,55.0,74.47,11.99,7.463
13.001,24.1,124.282,157.5,51.4,75.22,11.99,5.255
13.05,24.0,123.802,178.2,54.7,70.36,12.01,8.003
13.349,24.0,124.143,145.9,50.7,71.91,12.0,4.354
13.195,24.3,123.772,159.7,54.6,70.41,11.99,6.756
12.949,24.1,123.675,149.1,52.7,74.65,12.01,5.916
12.156,24.2,124.065,182.2,59.1,74.63,12.01,6.484
13.008,24.3,123.978,169.8,56.0,71.14,11.99,6.98
12.702,24.3,123.751,183.1,60.1,72.97,12.0,8.84
13.295,24.3,124.236,137.4,51.1,71.08,12.0,3.693
12.878,24.1,123.895,159.3,54.4,72.63,11.99,6.383
12.95,24.2,123.929,167.9,56.8,72.29,11.99,7.356
13.114,24.0,124.509,181.4,54.5,73.59,11.98,7.04
11.75,24.1,123.802,158.1,53.2,72.62,11.99,3.844
12.873,24.2,124.08,173.8,55.1,70.51,12.01,6.851
13.144,24.1,124.171,170.5,55.1,72.37,12.01,6.905
13.086,24.1,124.492,165.1,51.3,72.68,11.99,6.022
12.663,24.1,124.523,178.1,56.3,73.36,12.01,6.633
12.74,24.2,124.296,184.7,60.3,74.35,11.98,7.25
12.242,24.3,123.766,147.7,48.2,72.23,12.01,5.437
13.077,24.1,124.118,151.9,51.7,70.77,11.99,5.708
13.52,24.1,123.661,168.8,56.8,71.05,11.98,7.117
12.717,24.2,124.336,162.6,55.0,73.72,11.99,5.543
13.448,24.3,124.348,166.7,52.7,71.69,12.01,6.052
13.053,24.2,123.727,162.0,54.6,72.44,11.99,6.878
13.094,24.1,124.282,182.9,59.0,72.12,12.0,7.131
12.856,24.2,124.054,175.9,55.5,71.23,12.0,7.51
13.07,24.2,123.575,157.1,50.1,70.79,12.0,7.311
12.933,24.2,124.454,174.8,58.5,74.31,12.0,6.148
12.656,24.2,124.144,151.8,50.1,71.81,12.0,4.774
13.344,24.2,124.131,144.6,52.2,70.02,12.0,4.483
13.17,24.2,123.992,165.5,52.9,70.13,12.0,7.142
13.155,24.4,124.305,189.1,59.7,70.0,12.0,6.92
13.068,24.4,123.875,158.3,53.5,72.43,12.01,6.121
13.151,24.1,124.144,179.7,57.7,71.27,12.0,7.333
12.576,24.3,123.791,176.4,57.0,68.89,11.98,8.439
13.034,24.2,124.512,162.3,53.1,70.92,12.0,5.307
13.01,24.2,124.239,165.3,56.7,70.77,11.99,6.425
12.914,23.8,123.959,166.7,55.4,71.12,11.99,7.017
13.477,24.0,124.008,165.0,54.0,72.57,12.0,5.888
12.852,24.1,123.858,154.8,54.5,73.43,11.99,5.957
13.176,24.0,123.595,159.6,54.9,71.5,11.98,7.474
13.418,24.2,123.794,155.6,55.3,73.0,11.99,5.288
12.89,24.2,123.887,160.3,53.8,74.03,12.0,6.633
11.94,24.3,123.84,168.9,55.7,71.18,12.01,5.588
11.766,24.3,123.766,155.2,52.4,71.49,11.99,3.967
13.323,24.1,123.627,158.2,53.3,72.58,11.98,5.945
12.881,24.1,123.754,155.7,53.2,71.3,12.01,6.615
12.827,24.3,124.481,165.3,55.0,74.44,12.0,5.571
13.144,24.3,123.61,157.9,53.0,73.3,11.98,6.94
12.922,24.3,124.46,168.5,54.8,72.31,12.0,6.138
13.43,24.2,123.747,157.6,52.5,70.76,12.01,6.798
13.009,24.3,123.666,158.1,54.1,71.73,12.01,6.926
12.87,24.3,123.842,166.2,55.5,71.01,11.99,7.561
12.873,24.1,124.502,158.4,56.3,69.6,12.01,4.501
12.947,24.1,124.096,164.2,55.7,72.16,11.98,6.485
12.783,24.1,124.337,160.5,56.6,69.12,11.99,5.292
13.106,24.1,123.716,150.4,48.9,73.59,11.98,6.288
13.024,24.1,123.732,165.3,53.3,72.24,11.99,7.08
12.747,24.2,123.936,143.1,52.7,72.79,12.0,4.231
13.087,24.0,123.921,163.6,53.2,72.57,11.99,7.182
13.121,24.1,124.287,170.5,59.5,72.37,12.0,5.703
13.062,24.2,124.282,160.3,51.0,73.06,11.98,5.938
12.853,24.1,123.636,187.1,57.7,73.4,12.0,9.395
12.173,24.2,124.474,158.3,52.5,71.52,11.99,4.086
13.218,24.0,124.539,184.2,60.0,74.17,11.99,6.623
13.127,24.2,124.479,158.5,53.8,70.63,11.99,4.684
12.861,24.4,124.215,168.5,56.0,72.67,12.01,6.431
12.809,24.2,124.152,149.4,51.7,73.41,12.0,4.945
13.032,24.2,124.542,178.7,56.6,69.39,12.01,5.794
13.406,24.2,124.121,150.6,49.7,75.72,11.99,5.11
12.953,24.0,124.331,170.3,54.4,73.71,12.02,6.652
12.609,24.0,124.32,180.3,57.8,72.46,12.0,6.443
11.915,24.2,124.168,171.9,54.9,71.19,12.0,4.904
12.902,24.2,124.087,176.5,57.9,71.57,12.0,7.185
12.886,24.2,123.624,156.7,53.0,70.14,12.0,6.771
13.082,24.1,124.466,172.8,56.4,71.13,11.99,6.309
13.049,24.1,123.861,179.3,56.9,72.91,12.01,8.297
12.561,24.2,124.333,166.9,54.4,72.29,11.99,5.728
12.02,24.1,124.202,159.5,51.4,73.56,12.01,3.801
13.204,24.3,123.62,159.3,55.1,70.62,12.0,6.22
13.2,24.0,124.166,168.6,57.7,73.55,11.99,6.147
13.295,24.2,124.406,166.4,57.9,73.09,11.98,5.43
12.844,24.1,124.453,165.5,57.0,72.98,12.02,5.069
12.776,24.1,124.282,157.6,52.9,69.02,11.99,5.441
13.001,24.2,124.47,154.5,53.2,72.47,12.0,4.088
12.463,24.2,124.278,155.0,53.0,74.94,12.0,4.794
13.232,24.1,124.378,156.3,54.4,70.71,11.99,5.104
13.024,24.1,123.97,151.1,50.1,71.07,11.98,5.859
13.083,24.1,124.0,159.4,53.1,71.94,12.01,5.751
12.963,24.2,124.008,145.5,50.9,73.5,12.01,5.565
13.339,24.2,124.473,153.6,54.3,72.5,12.0,4.261
13.01,24.2,123.98,172.7,55.5,71.17,12.0,7.096
12.913,24.1,124.437,172.7,57.4,72.57,12.0,6.24
13.154,24.2,124.235,174.3,55.8,71.17,12.0,6.775
13.273,24.2,123.729,156.8,51.3,69.92,12.01,6.794
13.038,24.1,124.332,153.1,52.5,73.71,11.98,5.662
12.977,24.1,123.718,167.9,54.5,75.72,12.0,7.332
12.864,24.2,124.462,149.1,50.6,73.11,11.99,4.657
13.268,24.3,124.432,171.5,53.6,71.49,12.0,5.954
12.803,24.2,123.827,160.2,52.4,70.04,11.99,6.94
13.035,24.2,124.096,183.1,58.9,74.78,11.99,8.287
11.664,24.1,123.979,165.2,53.9,72.63,12.0,3.592
13.162,24.1,124.442,177.4,57.1,70.93,12.01,6.78
12.931,24.2,124.205,184.1,57.6,74.5,12.0,7.219
12.834,24.2,124.354,133.2,50.2,71.69,11.99,3.042
13.006,24.2,124.356,164.6,55.4,69.14,12.0,5.791
13.287,24.2,123.803,177.3,57.4,73.3,11.99,8.274
13.287,24.3,124.114,160.3,52.1,72.3,12.0,5.838
13.235,24.3,124.525,157.8,54.5,71.51,12.0,5.038
12.921,24.1,123.934,178.4,57.0,72.56,11.98,8.18
13.437,24.2,124.271,176.1,57.6,70.18,11.98,6.176
